pos_largura,pos_altura,quadratico,valor
928,0,32,192
896,32,32,192
928,32,32,192
960,0,16,128
976,0,8,64
984,0,8,64
976,8,8,64
984,8,8,64
960,16,16,128
976,16,16,128
992,0,16,128
1008,0,8,64
1016,0,8,64
1008,8,8,64
1016,8,8,64
992,16,8,64
1000,16,8,64
992,24,8,64
1000,24,8,64
1008,16,16,128
1008,24,16,128
960,32,32,192
992,32,8,64
1000,32,8,64
992,40,8,64
1000,40,8,64
1008,32,16,128
992,48,16,128
1008,48,16,128
1008,56,16,128
1024,0,32,192
1024,16,32,192
1056,0,8,64
1064,0,8,64
1056,8,8,64
1064,8,8,64
1072,0,16,128
1056,16,16,128
1064,16,16,128
1072,16,8,64
1080,16,8,64
1072,24,8,64
1080,24,8,64
1024,32,16,128
1040,32,16,128
1024,48,16,128
1040,48,16,128
1056,32,32,192
1088,0,32,192
1120,0,16,128
1136,0,16,128
1120,16,16,128
1128,16,16,128
1136,16,16,128
1088,32,8,64
1096,32,8,64
1088,40,8,64
1096,40,8,64
1104,32,16,128
1104,40,16,128
1088,48,16,128
1104,48,8,64
1112,48,8,64
1104,56,8,64
1112,56,8,64
1120,32,8,64
1128,32,8,64
1120,40,8,64
1128,40,8,64
1136,32,16,128
1120,48,16,128
1136,48,16,128
1152,0,16,128
1168,0,8,64
1176,0,8,64
1168,8,8,64
1176,8,8,64
1152,16,16,128
1168,16,8,64
1176,16,8,64
1168,24,8,64
1176,24,8,64
1184,0,32,192
1152,32,32,192
1184,32,16,128
1200,32,16,128
1200,40,16,128
1184,48,16,128
1192,48,16,128
1200,48,8,64
1208,48,8,64
1200,56,8,64
1208,56,8,64
1216,0,32,192
1248,0,32,192
1216,32,16,128
1232,32,16,128
1216,48,16,128
1216,56,16,128
1232,48,16,128
1248,32,16,128
1264,32,8,64
1272,32,8,64
1264,40,8,64
1272,40,8,64
1248,48,16,128
1264,48,16,128
1280,0,32,192
1280,16,32,192
1312,0,32,192
1312,16,32,192
1280,32,8,64
1288,32,8,64
1280,40,8,64
1288,40,8,64
1296,32,16,128
1296,40,16,128
1280,48,8,64
1288,48,8,64
1280,56,8,64
1288,56,8,64
1296,48,16,128
1312,32,16,128
1312,40,16,128
1328,32,16,128
1312,48,16,128
1328,48,16,128
1344,0,16,128
1360,0,16,128
1360,8,16,128
1344,16,16,128
1344,24,16,128
1360,16,16,128
1376,0,8,64
1384,0,8,64
1376,8,8,64
1384,8,8,64
1392,0,16,128
1376,16,16,128
1392,16,16,128
1344,32,32,192
1376,32,32,192
1408,0,32,192
1440,0,16,128
1456,0,8,64
1464,0,8,64
1456,8,8,64
1464,8,8,64
1440,16,16,128
1456,16,16,128
1456,24,16,128
1408,32,32,192
1440,32,16,128
1456,32,8,64
1464,32,8,64
1456,40,8,64
1464,40,8,64
1440,48,16,128
1456,48,16,128
1472,0,32,192
1504,0,16,128
1520,0,16,128
1520,8,16,128
1504,16,16,128
1512,16,16,128
1520,16,16,128
1472,32,8,64
1480,32,8,64
1472,40,8,64
1480,40,8,64
1488,32,16,128
1488,40,16,128
1472,48,8,64
1480,48,8,64
1472,56,8,64
1480,56,8,64
1488,48,16,128
1504,32,32,192
1536,0,16,128
1536,8,16,128
1552,0,16,128
1536,16,16,128
1552,16,16,128
1568,0,32,192
1536,32,32,192
1568,32,32,192
1600,0,16,128
1616,0,8,64
1624,0,8,64
1616,8,8,64
1624,8,8,64
1600,16,16,128
1616,16,16,128
1632,0,32,192
1600,32,32,192
1632,32,32,192
1664,0,32,192
1696,0,32,192
1664,32,32,192
1696,32,32,192
1728,0,16,128
1744,0,16,128
1728,16,16,128
1744,16,16,128
1760,0,32,192
1728,32,32,192
1760,32,32,192
1776,32,32,192
1792,0,32,192
1824,0,32,192
1792,32,32,192
1824,32,32,192
1856,0,64,255
1920,0,64,255
1984,0,64,255
2048,0,64,255
2112,0,32,192
2144,0,32,192
2112,32,32,192
2144,32,32,192
2176,0,32,192
2208,0,32,192
2176,32,32,192
2208,32,32,192
2240,0,32,192
2256,0,32,192
2272,0,32,192
2240,32,32,192
2272,32,16,128
2288,32,16,128
2272,48,16,128
2288,48,16,128
2304,0,32,192
2336,0,32,192
2304,32,32,192
2320,32,32,192
2336,32,32,192
2368,0,32,192
2400,0,32,192
2416,0,32,192
2368,32,16,128
2384,32,16,128
2368,48,16,128
2384,48,16,128
2400,32,32,192
2432,0,64,255
2496,0,64,255
2560,0,64,255
2560,32,64,255
2624,0,32,192
2656,0,32,192
2624,32,32,192
2656,32,32,192
2688,0,32,192
2720,0,32,192
2688,32,32,192
2720,32,16,128
2736,32,16,128
2720,48,16,128
2736,48,16,128
2752,0,64,255
2816,0,64,255
2880,0,32,192
2880,16,32,192
2912,0,8,64
2920,0,8,64
2912,8,8,64
2920,8,8,64
2928,0,8,64
2936,0,8,64
2928,8,8,64
2936,8,8,64
2912,16,16,128
2928,16,16,128
2880,32,32,192
2912,32,16,128
2928,32,16,128
2912,48,16,128
2928,48,16,128
2944,0,8,64
2952,0,8,64
2944,8,8,64
2952,8,8,64
2960,0,16,128
2944,16,16,128
2960,16,16,128
2976,0,32,192
2944,32,32,192
2976,32,16,128
2992,32,16,128
2992,40,16,128
2976,48,16,128
2976,56,16,128
2992,48,8,64
3000,48,8,64
2992,56,8,64
3000,56,8,64
3008,0,8,64
3016,0,8,64
3008,8,8,64
3016,8,8,64
3024,0,16,128
3008,16,16,128
3008,24,16,128
3024,16,16,128
3040,0,8,64
3048,0,8,64
3040,8,8,64
3048,8,8,64
3056,0,16,128
3040,16,16,128
3056,16,8,64
3064,16,8,64
3056,24,8,64
3064,24,8,64
3008,32,16,128
3024,32,8,64
3032,32,8,64
3024,40,8,64
3032,40,8,64
3008,48,8,64
3016,48,8,64
3008,56,8,64
3016,56,8,64
3024,48,8,64
3032,48,8,64
3024,56,8,64
3032,56,8,64
3040,32,16,128
3056,32,8,64
3064,32,8,64
3056,40,8,64
3064,40,8,64
3040,48,16,128
3056,48,16,128
3072,0,8,64
3080,0,8,64
3072,8,8,64
3080,8,8,64
3088,0,16,128
3072,16,16,128
3072,24,16,128
3088,16,16,128
3104,0,16,128
3120,0,16,128
3104,16,16,128
3120,16,16,128
3072,32,16,128
3072,40,16,128
3088,32,8,64
3096,32,8,64
3088,40,8,64
3096,40,8,64
3072,48,16,128
3088,48,16,128
3104,32,32,192
3136,0,8,64
3144,0,8,64
3136,8,8,64
3144,8,8,64
3152,0,16,128
3136,16,16,128
3152,16,16,128
3160,16,16,128
3168,0,16,128
3168,8,16,128
3184,0,16,128
3168,16,16,128
3184,16,16,128
3136,32,16,128
3144,32,16,128
3152,32,8,64
3160,32,8,64
3152,40,8,64
3160,40,8,64
3136,48,16,128
3144,48,16,128
3152,48,16,128
3168,32,8,64
3176,32,8,64
3168,40,8,64
3176,40,8,64
3184,32,16,128
3168,48,16,128
3176,48,16,128
3184,48,16,128
3200,0,16,128
3208,0,16,128
3216,0,16,128
3200,16,16,128
3216,16,16,128
3232,0,32,192
3200,32,16,128
3216,32,16,128
3200,48,16,128
3216,48,8,64
3224,48,8,64
3216,56,8,64
3224,56,8,64
3232,32,16,128
3248,32,16,128
3256,32,16,128
3232,48,16,128
3248,48,16,128
3256,48,16,128
3264,0,32,192
3296,0,8,64
3304,0,8,64
3296,8,8,64
3304,8,8,64
3312,0,16,128
3296,16,8,64
3304,16,8,64
3296,24,8,64
3304,24,8,64
3312,16,16,128
3320,16,16,128
3264,32,32,192
3296,32,16,128
3312,32,16,128
3320,32,16,128
3296,48,8,64
3304,48,8,64
3296,56,8,64
3304,56,8,64
3312,48,16,128
3328,0,16,128
3344,0,8,64
3352,0,8,64
3344,8,8,64
3352,8,8,64
3328,16,16,128
3336,16,16,128
3344,16,16,128
3360,0,16,128
3376,0,16,128
3360,16,16,128
3376,16,16,128
3328,32,32,192
3360,32,8,64
3368,32,8,64
3360,40,8,64
3368,40,8,64
3376,32,8,64
3384,32,8,64
3376,40,8,64
3384,40,8,64
3360,48,16,128
3376,48,16,128
3392,0,32,192
3424,0,32,192
3392,32,32,192
3424,32,16,128
3440,32,8,64
3448,32,8,64
3440,40,8,64
3448,40,8,64
3424,48,16,128
3440,48,16,128
3456,0,16,128
3472,0,16,128
3456,16,8,64
3464,16,8,64
3456,24,8,64
3464,24,8,64
3472,16,8,64
3480,16,8,64
3472,24,8,64
3480,24,8,64
3488,0,16,128
3504,0,16,128
3488,16,16,128
3504,16,16,128
3456,32,16,128
3464,32,16,128
3472,32,16,128
3456,48,16,128
3456,56,16,128
3472,48,8,64
3480,48,8,64
3472,56,8,64
3480,56,8,64
3488,32,32,192
3520,0,32,192
3552,0,8,64
3560,0,8,64
3552,8,8,64
3560,8,8,64
3568,0,16,128
3568,8,16,128
3552,16,8,64
3560,16,8,64
3552,24,8,64
3560,24,8,64
3568,16,16,128
3520,32,8,64
3528,32,8,64
3520,40,8,64
3528,40,8,64
3536,32,16,128
3536,40,16,128
3520,48,16,128
3536,48,8,64
3544,48,8,64
3536,56,8,64
3544,56,8,64
3552,32,16,128
3568,32,16,128
3552,48,16,128
3568,48,16,128
3584,0,32,192
3616,0,8,64
3624,0,8,64
3616,8,8,64
3624,8,8,64
3632,0,16,128
3616,16,16,128
3632,16,16,128
3640,16,16,128
3584,32,32,192
3616,32,32,192
3648,0,32,192
3680,0,32,192
3648,32,16,128
3664,32,8,64
3672,32,8,64
3664,40,8,64
3672,40,8,64
3648,48,16,128
3648,56,16,128
3664,48,16,128
3680,32,32,192
3712,0,8,64
3720,0,8,64
3712,8,8,64
3720,8,8,64
3728,0,16,128
3728,8,16,128
3712,16,8,64
3720,16,8,64
3712,24,8,64
3720,24,8,64
3728,16,16,128
3744,0,8,64
3752,0,8,64
3744,8,8,64
3752,8,8,64
3760,0,16,128
3760,8,16,128
3744,16,16,128
3760,16,16,128
3712,32,8,64
3720,32,8,64
3712,40,8,64
3720,40,8,64
3728,32,16,128
3712,48,8,64
3720,48,8,64
3712,56,8,64
3720,56,8,64
3728,48,16,128
3744,32,16,128
3760,32,16,128
3768,32,16,128
3744,48,8,64
3752,48,8,64
3744,56,8,64
3752,56,8,64
3760,48,16,128
3760,56,16,128
3776,0,32,192
3808,0,32,192
3776,32,16,128
3792,32,16,128
3776,48,16,128
3784,48,16,128
3792,48,8,64
3800,48,8,64
3792,56,8,64
3800,56,8,64
3808,32,32,192
0,64,32,192
32,64,16,128
48,64,16,128
32,80,16,128
48,80,8,64
56,80,8,64
48,88,8,64
56,88,8,64
0,96,32,192
32,96,32,192
64,64,16,128
80,64,16,128
80,72,16,128
64,80,16,128
80,80,16,128
96,64,16,128
104,64,16,128
112,64,16,128
96,80,16,128
112,80,8,64
120,80,8,64
112,88,8,64
120,88,8,64
64,96,32,192
96,96,16,128
112,96,16,128
120,96,16,128
96,112,16,128
112,112,8,64
120,112,8,64
112,120,8,64
120,120,8,64
128,64,8,64
136,64,8,64
128,72,8,64
136,72,8,64
144,64,16,128
128,80,16,128
144,80,16,128
160,64,8,64
168,64,8,64
160,72,8,64
168,72,8,64
176,64,16,128
160,80,16,128
160,88,16,128
176,80,16,128
128,96,32,192
160,96,32,192
192,64,32,192
224,64,8,64
232,64,8,64
224,72,8,64
232,72,8,64
240,64,16,128
224,80,16,128
240,80,16,128
240,88,16,128
192,96,32,192
224,96,16,128
240,96,16,128
240,104,16,128
224,112,8,64
232,112,8,64
224,120,8,64
232,120,8,64
240,112,8,64
248,112,8,64
240,120,8,64
248,120,8,64
256,64,16,128
272,64,16,128
256,80,16,128
272,80,8,64
280,80,8,64
272,88,8,64
280,88,8,64
288,64,32,192
256,96,8,64
264,96,8,64
256,104,8,64
264,104,8,64
272,96,16,128
256,112,16,128
272,112,16,128
288,96,16,128
304,96,16,128
288,112,8,64
296,112,8,64
288,120,8,64
296,120,8,64
304,112,16,128
320,64,16,128
336,64,16,128
320,80,8,64
328,80,8,64
320,88,8,64
328,88,8,64
336,80,16,128
352,64,16,128
352,72,16,128
368,64,16,128
352,80,16,128
368,80,16,128
368,88,16,128
320,96,8,64
328,96,8,64
320,104,8,64
328,104,8,64
336,96,16,128
320,112,16,128
336,112,16,128
352,96,16,128
368,96,16,128
376,96,16,128
352,112,16,128
360,112,16,128
368,112,16,128
384,64,16,128
400,64,16,128
384,80,16,128
400,80,16,128
416,64,32,192
384,96,32,192
416,96,8,64
424,96,8,64
416,104,8,64
424,104,8,64
432,96,16,128
440,96,16,128
416,112,16,128
416,120,16,128
432,112,16,128
448,64,8,64
456,64,8,64
448,72,8,64
456,72,8,64
464,64,8,64
472,64,8,64
464,72,8,64
472,72,8,64
448,80,16,128
464,80,8,64
472,80,8,64
464,88,8,64
472,88,8,64
480,64,32,192
448,96,32,192
480,96,16,128
496,96,16,128
480,112,16,128
496,112,16,128
512,64,16,128
528,64,16,128
512,80,8,64
520,80,8,64
512,88,8,64
520,88,8,64
528,80,16,128
544,64,32,192
512,96,8,64
520,96,8,64
512,104,8,64
520,104,8,64
528,96,16,128
536,96,16,128
512,112,16,128
528,112,16,128
544,96,16,128
560,96,8,64
568,96,8,64
560,104,8,64
568,104,8,64
544,112,16,128
544,120,16,128
560,112,8,64
568,112,8,64
560,120,8,64
568,120,8,64
576,64,16,128
592,64,16,128
576,80,16,128
592,80,8,64
600,80,8,64
592,88,8,64
600,88,8,64
608,64,8,64
616,64,8,64
608,72,8,64
616,72,8,64
624,64,16,128
608,80,16,128
616,80,16,128
624,80,16,128
576,96,8,64
584,96,8,64
576,104,8,64
584,104,8,64
592,96,16,128
592,104,16,128
576,112,8,64
584,112,8,64
576,120,8,64
584,120,8,64
592,112,16,128
608,96,16,128
624,96,8,64
632,96,8,64
624,104,8,64
632,104,8,64
608,112,16,128
616,112,16,128
624,112,8,64
632,112,8,64
624,120,8,64
632,120,8,64
640,64,8,64
648,64,8,64
640,72,8,64
648,72,8,64
656,64,16,128
640,80,16,128
656,80,16,128
672,64,32,192
640,96,8,64
648,96,8,64
640,104,8,64
648,104,8,64
656,96,8,64
664,96,8,64
656,104,8,64
664,104,8,64
640,112,8,64
648,112,8,64
640,120,8,64
648,120,8,64
656,112,16,128
664,112,16,128
672,96,32,192
704,64,32,192
736,64,16,128
752,64,8,64
760,64,8,64
752,72,8,64
760,72,8,64
736,80,8,64
744,80,8,64
736,88,8,64
744,88,8,64
752,80,16,128
752,88,16,128
704,96,16,128
720,96,8,64
728,96,8,64
720,104,8,64
728,104,8,64
704,112,16,128
720,112,16,128
736,96,16,128
752,96,16,128
736,112,16,128
752,112,16,128
768,64,16,128
784,64,16,128
768,80,16,128
784,80,16,128
800,64,16,128
816,64,16,128
816,72,16,128
800,80,16,128
816,80,16,128
768,96,8,64
776,96,8,64
768,104,8,64
776,104,8,64
784,96,8,64
792,96,8,64
784,104,8,64
792,104,8,64
768,112,8,64
776,112,8,64
768,120,8,64
776,120,8,64
784,112,8,64
792,112,8,64
784,120,8,64
792,120,8,64
800,96,16,128
816,96,16,128
800,112,8,64
808,112,8,64
800,120,8,64
808,120,8,64
816,112,16,128
832,64,32,192
864,64,16,128
872,64,16,128
880,64,16,128
864,80,16,128
864,88,16,128
880,80,16,128
880,88,16,128
832,96,8,64
840,96,8,64
832,104,8,64
840,104,8,64
848,96,8,64
856,96,8,64
848,104,8,64
856,104,8,64
832,112,16,128
848,112,16,128
864,96,8,64
872,96,8,64
864,104,8,64
872,104,8,64
880,96,16,128
864,112,8,64
872,112,8,64
864,120,8,64
872,120,8,64
880,112,16,128
896,64,16,128
912,64,8,64
920,64,8,64
912,72,8,64
920,72,8,64
896,80,8,64
904,80,8,64
896,88,8,64
904,88,8,64
912,80,8,64
920,80,8,64
912,88,8,64
920,88,8,64
928,64,16,128
944,64,16,128
928,80,16,128
928,88,16,128
944,80,8,64
952,80,8,64
944,88,8,64
952,88,8,64
896,96,16,128
912,96,8,64
920,96,8,64
912,104,8,64
920,104,8,64
896,112,8,64
904,112,8,64
896,120,8,64
904,120,8,64
912,112,8,64
920,112,8,64
912,120,8,64
920,120,8,64
928,96,8,64
936,96,8,64
928,104,8,64
936,104,8,64
944,96,16,128
928,112,8,64
936,112,8,64
928,120,8,64
936,120,8,64
944,112,16,128
960,64,16,128
976,64,8,64
984,64,8,64
976,72,8,64
984,72,8,64
960,80,16,128
976,80,16,128
992,64,32,192
960,96,16,128
976,96,16,128
960,112,16,128
960,120,16,128
976,112,16,128
992,96,16,128
1008,96,16,128
992,112,16,128
1008,112,16,128
1024,64,16,128
1040,64,8,64
1048,64,8,64
1040,72,8,64
1048,72,8,64
1024,80,16,128
1040,80,8,64
1048,80,8,64
1040,88,8,64
1048,88,8,64
1056,64,16,128
1064,64,16,128
1072,64,16,128
1056,80,8,64
1064,80,8,64
1056,88,8,64
1064,88,8,64
1072,80,8,64
1080,80,8,64
1072,88,8,64
1080,88,8,64
1024,96,32,192
1040,96,32,192
1056,96,32,192
1088,64,8,64
1096,64,8,64
1088,72,8,64
1096,72,8,64
1104,64,16,128
1088,80,8,64
1096,80,8,64
1088,88,8,64
1096,88,8,64
1104,80,16,128
1120,64,16,128
1120,72,16,128
1136,64,8,64
1144,64,8,64
1136,72,8,64
1144,72,8,64
1120,80,16,128
1136,80,16,128
1088,96,32,192
1120,96,16,128
1136,96,8,64
1144,96,8,64
1136,104,8,64
1144,104,8,64
1120,112,16,128
1136,112,16,128
1152,64,16,128
1168,64,16,128
1168,72,16,128
1152,80,16,128
1168,80,16,128
1184,64,16,128
1200,64,16,128
1200,72,16,128
1184,80,16,128
1200,80,16,128
1152,96,32,192
1184,96,8,64
1192,96,8,64
1184,104,8,64
1192,104,8,64
1200,96,16,128
1200,104,16,128
1184,112,16,128
1200,112,16,128
1216,64,32,192
1248,64,32,192
1216,96,16,128
1232,96,8,64
1240,96,8,64
1232,104,8,64
1240,104,8,64
1216,112,8,64
1224,112,8,64
1216,120,8,64
1224,120,8,64
1232,112,8,64
1240,112,8,64
1232,120,8,64
1240,120,8,64
1248,96,16,128
1264,96,8,64
1272,96,8,64
1264,104,8,64
1272,104,8,64
1248,112,16,128
1264,112,16,128
1272,112,16,128
1280,64,32,192
1312,64,16,128
1328,64,16,128
1312,80,8,64
1320,80,8,64
1312,88,8,64
1320,88,8,64
1328,80,16,128
1280,96,32,192
1312,96,16,128
1320,96,16,128
1328,96,16,128
1312,112,8,64
1320,112,8,64
1312,120,8,64
1320,120,8,64
1328,112,8,64
1336,112,8,64
1328,120,8,64
1336,120,8,64
1344,64,32,192
1376,64,16,128
1392,64,16,128
1376,80,8,64
1384,80,8,64
1376,88,8,64
1384,88,8,64
1392,80,16,128
1344,96,16,128
1360,96,16,128
1344,112,16,128
1360,112,16,128
1376,96,8,64
1384,96,8,64
1376,104,8,64
1384,104,8,64
1392,96,16,128
1376,112,8,64
1384,112,8,64
1376,120,8,64
1384,120,8,64
1392,112,8,64
1400,112,8,64
1392,120,8,64
1400,120,8,64
1408,64,32,192
1440,64,16,128
1440,72,16,128
1456,64,16,128
1440,80,16,128
1456,80,16,128
1408,96,32,192
1408,112,32,192
1440,96,16,128
1448,96,16,128
1456,96,16,128
1440,112,16,128
1440,120,16,128
1456,112,16,128
1464,112,16,128
1472,64,8,64
1480,64,8,64
1472,72,8,64
1480,72,8,64
1488,64,16,128
1472,80,8,64
1480,80,8,64
1472,88,8,64
1480,88,8,64
1488,80,16,128
1504,64,32,192
1472,96,32,192
1504,96,32,192
1536,64,32,192
1568,64,32,192
1536,96,32,192
1568,96,32,192
1600,64,32,192
1632,64,32,192
1600,96,16,128
1616,96,16,128
1600,112,16,128
1616,112,16,128
1632,96,32,192
1664,64,32,192
1696,64,32,192
1664,96,32,192
1696,96,16,128
1712,96,16,128
1696,112,16,128
1712,112,16,128
1728,64,32,192
1760,64,32,192
1728,96,32,192
1760,96,32,192
1792,64,32,192
1824,64,32,192
1792,96,32,192
1824,96,32,192
1824,112,32,192
1856,64,32,192
1888,64,32,192
1856,96,32,192
1888,96,32,192
1920,64,32,192
1952,64,32,192
1920,96,16,128
1936,96,16,128
1920,112,16,128
1936,112,16,128
1952,96,32,192
1984,64,16,128
2000,64,16,128
1984,80,16,128
2000,80,16,128
2016,64,32,192
1984,96,32,192
2016,96,16,128
2032,96,16,128
2016,112,16,128
2032,112,16,128
2048,64,32,192
2080,64,32,192
2048,96,32,192
2080,96,32,192
2112,64,32,192
2144,64,32,192
2112,96,16,128
2128,96,16,128
2112,112,16,128
2128,112,16,128
2144,96,32,192
2176,64,32,192
2208,64,16,128
2224,64,16,128
2208,80,16,128
2224,80,8,64
2232,80,8,64
2224,88,8,64
2232,88,8,64
2176,96,32,192
2208,96,16,128
2224,96,16,128
2208,112,16,128
2224,112,16,128
2240,64,32,192
2272,64,32,192
2240,96,32,192
2272,96,8,64
2280,96,8,64
2272,104,8,64
2280,104,8,64
2288,96,16,128
2272,112,8,64
2280,112,8,64
2272,120,8,64
2280,120,8,64
2288,112,16,128
2304,64,32,192
2336,64,16,128
2352,64,16,128
2336,80,16,128
2336,88,16,128
2352,80,16,128
2304,96,16,128
2320,96,16,128
2304,112,16,128
2320,112,16,128
2336,96,16,128
2352,96,16,128
2336,112,16,128
2352,112,16,128
2368,64,32,192
2400,64,16,128
2416,64,16,128
2400,80,16,128
2416,80,16,128
2368,96,16,128
2368,104,16,128
2384,96,16,128
2384,104,16,128
2368,112,16,128
2384,112,16,128
2400,96,16,128
2416,96,16,128
2400,112,16,128
2416,112,16,128
2432,64,64,255
2496,64,16,128
2512,64,16,128
2496,80,16,128
2512,80,8,64
2520,80,8,64
2512,88,8,64
2520,88,8,64
2528,64,32,192
2496,96,32,192
2528,96,16,128
2544,96,16,128
2528,112,16,128
2544,112,16,128
2560,64,64,255
2624,64,32,192
2656,64,32,192
2624,96,32,192
2640,96,32,192
2656,96,16,128
2672,96,16,128
2656,112,16,128
2672,112,16,128
2688,64,64,255
2752,64,32,192
2784,64,32,192
2752,96,32,192
2752,112,32,192
2784,96,16,128
2784,104,16,128
2800,96,16,128
2784,112,16,128
2800,112,16,128
2816,64,64,255
2880,64,32,192
2912,64,16,128
2928,64,16,128
2912,80,16,128
2928,80,16,128
2880,96,32,192
2880,112,32,192
2912,96,16,128
2928,96,16,128
2912,112,16,128
2928,112,16,128
2944,64,16,128
2960,64,8,64
2968,64,8,64
2960,72,8,64
2968,72,8,64
2944,80,8,64
2952,80,8,64
2944,88,8,64
2952,88,8,64
2960,80,16,128
2976,64,8,64
2984,64,8,64
2976,72,8,64
2984,72,8,64
2992,64,16,128
2992,72,16,128
2976,80,16,128
2992,80,16,128
2944,96,32,192
2976,96,16,128
2992,96,16,128
2976,112,8,64
2984,112,8,64
2976,120,8,64
2984,120,8,64
2992,112,16,128
3000,112,16,128
3008,64,32,192
3040,64,8,64
3048,64,8,64
3040,72,8,64
3048,72,8,64
3056,64,16,128
3040,80,16,128
3048,80,16,128
3056,80,16,128
3056,88,16,128
3008,96,16,128
3024,96,16,128
3008,112,16,128
3024,112,16,128
3040,96,16,128
3056,96,8,64
3064,96,8,64
3056,104,8,64
3064,104,8,64
3040,112,8,64
3048,112,8,64
3040,120,8,64
3048,120,8,64
3056,112,8,64
3064,112,8,64
3056,120,8,64
3064,120,8,64
3072,64,16,128
3088,64,16,128
3072,80,8,64
3080,80,8,64
3072,88,8,64
3080,88,8,64
3088,80,16,128
3104,64,32,192
3072,96,32,192
3104,96,8,64
3112,96,8,64
3104,104,8,64
3112,104,8,64
3120,96,16,128
3104,112,8,64
3112,112,8,64
3104,120,8,64
3112,120,8,64
3120,112,16,128
3136,64,16,128
3152,64,8,64
3160,64,8,64
