pos_largura,pos_altura,quadratico,valor
8,72,8,64
16,64,16,128
0,80,8,64
8,80,4,0
0,88,8,64
8,88,4,0
16,80,16,128
16,88,16,128
32,64,32,192
0,96,8,64
8,96,8,64
0,104,8,64
8,104,8,64
16,96,8,64
24,96,8,64
16,104,8,64
24,104,8,64
0,112,8,64
8,112,8,64
0,120,8,64
8,120,8,64
16,112,16,128
32,96,32,192
64,64,8,64
72,64,8,64
64,72,8,64
72,72,8,64
80,64,8,64
88,64,8,64
80,72,8,64
88,72,8,64
64,80,8,64
72,80,8,64
64,88,8,64
72,88,8,64
80,80,8,64
88,80,4,0
80,88,8,64
88,88,8,64
96,64,4,0
104,64,8,64
96,72,8,64
104,72,8,64
112,64,8,64
120,64,8,64
112,72,8,64
120,72,8,64
96,80,4,0
104,80,4,0
96,88,8,64
104,88,4,0
112,80,16,128
112,88,16,128
64,96,8,64
72,96,8,64
64,104,8,64
72,104,8,64
80,96,16,128
64,112,8,64
72,112,8,64
64,120,8,64
72,120,8,64
80,112,8,64
88,112,4,0
80,120,8,64
88,120,8,64
96,96,16,128
112,96,8,64
120,96,8,64
112,104,4,0
120,104,8,64
96,112,4,0
104,112,8,64
96,120,8,64
104,120,8,64
112,112,8,64
120,112,8,64
112,120,8,64
120,120,8,64
128,64,16,128
144,64,8,64
152,64,8,64
144,72,8,64
152,72,4,0
128,80,8,64
136,80,8,64
128,88,8,64
136,88,8,64
144,80,8,64
152,80,8,64
144,88,8,64
152,88,4,0
160,64,16,128
176,64,8,64
184,64,8,64
176,72,8,64
184,72,8,64
160,80,8,64
168,80,8,64
160,88,8,64
168,88,4,0
176,80,8,64
184,80,8,64
176,88,8,64
184,88,8,64
128,96,8,64
136,96,8,64
128,104,8,64
136,104,8,64
144,96,16,128
128,112,16,128
144,112,16,128
160,96,8,64
168,96,8,64
160,104,8,64
168,104,4,0
176,96,8,64
184,96,8,64
176,104,4,0
184,104,8,64
160,112,8,64
168,112,8,64
160,120,8,64
168,120,8,64
176,112,16,128
192,64,16,128
208,64,8,64
216,64,8,64
208,72,8,64
216,72,8,64
192,80,16,128
208,80,4,0
216,80,4,0
208,88,8,64
216,88,8,64
224,64,16,128
224,72,16,128
240,64,8,64
248,64,8,64
240,72,8,64
248,72,4,0
224,80,16,128
240,80,8,64
248,80,8,64
240,88,8,64
248,88,8,64
192,96,16,128
208,96,16,128
208,104,16,128
192,112,16,128
208,112,8,64
216,112,8,64
208,120,8,64
216,120,8,64
224,96,8,64
232,96,8,64
224,104,8,64
232,104,4,0
240,96,8,64
248,96,8,64
240,104,8,64
248,104,8,64
224,112,16,128
240,112,8,64
248,112,8,64
240,120,8,64
248,120,8,64
256,64,16,128
272,64,8,64
280,64,8,64
272,72,8,64
280,72,8,64
256,80,16,128
272,80,8,64
280,80,8,64
272,88,8,64
280,88,8,64
288,64,4,0
296,64,8,64
288,72,4,0
296,72,8,64
304,64,16,128
288,80,4,0
296,80,8,64
288,88,8,64
296,88,8,64
304,80,8,64
312,80,8,64
304,88,8,64
312,88,8,64
256,96,8,64
264,96,8,64
256,104,8,64
264,104,8,64
272,96,8,64
280,96,8,64
272,104,8,64
280,104,8,64
256,112,8,64
264,112,8,64
256,120,8,64
264,120,8,64
272,112,16,128
288,96,8,64
296,96,4,0
288,104,8,64
296,104,8,64
304,96,16,128
312,96,16,128
288,112,8,64
296,112,8,64
288,120,8,64
296,120,8,64
304,112,8,64
312,112,8,64
304,120,8,64
312,120,8,64
320,64,16,128
336,64,4,0
344,64,8,64
336,72,4,0
344,72,8,64
320,80,16,128
336,80,16,128
336,88,16,128
352,64,8,64
360,64,8,64
352,72,8,64
360,72,8,64
368,64,16,128
368,72,16,128
352,80,8,64
360,80,8,64
352,88,8,64
360,88,8,64
368,80,16,128
320,96,8,64
328,96,8,64
320,104,8,64
328,104,8,64
336,96,8,64
344,96,8,64
336,104,8,64
344,104,8,64
320,112,8,64
328,112,8,64
320,120,8,64
328,120,4,0
336,112,4,0
344,112,8,64
336,120,4,0
344,120,8,64
352,96,8,64
360,96,8,64
352,104,8,64
360,104,8,64
368,96,16,128
352,112,16,128
368,112,16,128
384,64,32,192
416,64,8,64
424,64,8,64
416,72,8,64
424,72,8,64
432,64,8,64
440,64,8,64
432,72,8,64
440,72,8,64
416,80,8,64
424,80,8,64
416,88,8,64
424,88,8,64
432,80,16,128
384,96,8,64
392,96,8,64
384,104,8,64
392,104,8,64
400,96,8,64
408,96,8,64
400,104,8,64
408,104,4,0
384,112,16,128
392,112,16,128
400,112,16,128
416,96,4,0
424,96,8,64
416,104,8,64
424,104,8,64
432,96,16,128
432,104,16,128
416,112,16,128
432,112,8,64
440,112,8,64
432,120,8,64
440,120,8,64
448,64,8,64
456,64,8,64
448,72,8,64
456,72,8,64
464,64,8,64
472,64,8,64
464,72,8,64
472,72,8,64
448,80,8,64
456,80,8,64
448,88,8,64
456,88,8,64
464,80,16,128
480,64,16,128
488,64,16,128
496,64,4,0
504,64,8,64
496,72,4,0
504,72,8,64
480,80,8,64
488,80,8,64
480,88,8,64
488,88,8,64
496,80,8,64
504,80,4,0
496,88,8,64
504,88,8,64
448,96,32,192
480,96,16,128
496,96,8,64
504,96,8,64
496,104,8,64
504,104,8,64
480,112,8,64
488,112,8,64
480,120,4,0
488,120,8,64
496,112,8,64
504,112,8,64
496,120,8,64
504,120,8,64
512,64,8,64
520,64,4,0
512,72,8,64
520,72,8,64
528,64,8,64
536,64,8,64
528,72,4,0
536,72,8,64
512,80,8,64
520,80,4,0
512,88,4,0
520,88,8,64
528,80,4,0
536,80,8,64
528,88,4,0
536,88,8,64
544,64,4,0
552,64,8,64
544,72,8,64
552,72,4,0
560,64,16,128
544,80,8,64
552,80,4,0
544,88,4,0
552,88,8,64
560,80,8,64
568,80,8,64
560,88,8,64
568,88,8,64
512,96,8,64
520,96,4,0
512,104,4,0
520,104,4,0
528,96,16,128
528,104,16,128
512,112,8,64
520,112,8,64
512,120,8,64
520,120,8,64
528,112,16,128
544,96,8,64
552,96,4,0
544,104,8,64
552,104,8,64
560,96,8,64
568,96,8,64
560,104,8,64
568,104,4,0
544,112,4,0
552,112,8,64
544,120,8,64
552,120,4,0
560,112,8,64
568,112,4,0
560,120,8,64
568,120,8,64
576,64,4,0
584,64,4,0
576,72,8,64
584,72,8,64
592,64,4,0
600,64,8,64
592,72,8,64
600,72,8,64
576,80,4,0
584,80,4,0
576,88,8,64
584,88,4,0
592,80,8,64
600,80,4,0
592,88,8,64
600,88,4,0
608,64,8,64
616,64,8,64
608,72,4,0
616,72,8,64
624,64,4,0
632,64,4,0
624,72,8,64
632,72,4,0
608,80,8,64
616,80,8,64
608,88,4,0
616,88,8,64
624,80,8,64
632,80,8,64
624,88,8,64
632,88,8,64
576,96,8,64
584,96,4,0
576,104,8,64
584,104,4,0
592,96,4,0
600,96,8,64
592,104,4,0
600,104,8,64
576,112,8,64
584,112,4,0
576,120,8,64
584,120,8,64
592,112,4,0
600,112,4,0
592,120,8,64
600,120,4,0
608,96,8,64
616,96,8,64
608,104,8,64
616,104,4,0
624,96,16,128
608,112,4,0
616,112,8,64
608,120,8,64
616,120,4,0
624,112,8,64
632,112,8,64
624,120,8,64
632,120,8,64
640,64,8,64
648,64,8,64
640,72,4,0
648,72,4,0
656,64,4,0
664,64,8,64
656,72,4,0
664,72,8,64
640,80,8,64
648,80,8,64
640,88,8,64
648,88,4,0
656,80,8,64
664,80,8,64
656,88,4,0
664,88,8,64
672,64,8,64
680,64,4,0
672,72,4,0
680,72,8,64
688,64,8,64
696,64,8,64
688,72,4,0
696,72,4,0
672,80,4,0
680,80,8,64
672,88,4,0
680,88,4,0
688,80,8,64
696,80,8,64
688,88,8,64
696,88,8,64
640,96,8,64
648,96,8,64
640,104,8,64
648,104,8,64
656,96,16,128
640,112,8,64
648,112,8,64
640,120,8,64
648,120,8,64
656,112,8,64
664,112,8,64
656,120,8,64
664,120,8,64
672,96,4,0
680,96,8,64
672,104,8,64
680,104,4,0
688,96,16,128
688,104,16,128
672,112,8,64
680,112,4,0
672,120,8,64
680,120,8,64
688,112,8,64
696,112,4,0
688,120,4,0
696,120,8,64
704,64,32,192
736,64,8,64
744,64,8,64
736,72,8,64
744,72,8,64
752,64,4,0
760,64,4,0
752,72,8,64
760,72,4,0
736,80,16,128
752,80,8,64
760,80,8,64
752,88,8,64
760,88,8,64
704,96,4,0
712,96,8,64
704,104,8,64
712,104,4,0
720,96,8,64
728,96,8,64
720,104,8,64
728,104,8,64
704,112,8,64
712,112,8,64
704,120,8,64
712,120,4,0
720,112,16,128
736,96,8,64
744,96,8,64
736,104,8,64
744,104,4,0
752,96,8,64
760,96,8,64
752,104,8,64
760,104,8,64
736,112,8,64
744,112,4,0
736,120,8,64
744,120,8,64
752,112,16,128
768,64,4,0
776,64,8,64
768,72,8,64
776,72,4,0
784,64,16,128
768,80,4,0
776,80,8,64
768,88,8,64
776,88,4,0
784,80,4,0
792,80,8,64
784,88,4,0
792,88,4,0
800,64,4,0
808,64,4,0
800,72,8,64
808,72,8,64
816,64,8,64
824,64,8,64
816,72,8,64
824,72,8,64
800,80,16,128
816,80,4,0
824,80,4,0
816,88,8,64
824,88,8,64
768,96,4,0
776,96,8,64
768,104,4,0
776,104,4,0
784,96,4,0
792,96,8,64
784,104,8,64
792,104,8,64
768,112,8,64
776,112,4,0
768,120,8,64
776,120,4,0
784,112,8,64
792,112,8,64
784,120,8,64
792,120,8,64
800,96,8,64
808,96,4,0
800,104,4,0
808,104,8,64
816,96,8,64
824,96,4,0
816,104,8,64
824,104,8,64
800,112,8,64
808,112,8,64
800,120,8,64
808,120,4,0
816,112,4,0
824,112,4,0
816,120,8,64
824,120,4,0
832,64,4,0
840,64,8,64
832,72,4,0
840,72,4,0
848,64,16,128
848,72,16,128
832,80,4,0
840,80,4,0
832,88,8,64
840,88,4,0
848,80,4,0
856,80,8,64
848,88,8,64
856,88,8,64
864,64,32,192
832,96,8,64
840,96,8,64
832,104,4,0
840,104,8,64
848,96,8,64
856,96,8,64
848,104,8,64
856,104,8,64
832,112,8,64
840,112,8,64
832,120,8,64
840,120,8,64
848,112,16,128
864,96,16,128
880,96,16,128
864,112,16,128
880,112,16,128
896,64,32,192
928,64,32,192
896,96,16,128
912,96,16,128
896,112,8,64
904,112,8,64
896,120,8,64
904,120,8,64
912,112,16,128
928,96,8,64
936,96,8,64
928,104,8,64
936,104,8,64
944,96,8,64
952,96,8,64
944,104,8,64
952,104,8,64
928,112,4,0
936,112,8,64
928,120,8,64
936,120,8,64
944,112,8,64
952,112,8,64
944,120,8,64
952,120,8,64
960,64,32,192
992,64,32,192
960,96,16,128
976,96,16,128
960,112,8,64
968,112,8,64
960,120,4,0
968,120,4,0
976,112,8,64
984,112,8,64
976,120,4,0
984,120,8,64
992,96,16,128
1008,96,16,128
992,112,16,128
1008,112,16,128
1024,64,32,192
1056,64,32,192
1024,96,32,192
1056,96,16,128
1072,96,16,128
1056,112,16,128
1072,112,16,128
1072,120,16,128
1088,64,16,128
1104,64,16,128
1088,80,16,128
1088,88,16,128
1104,80,16,128
1120,64,4,0
1128,64,8,64
1120,72,8,64
1128,72,8,64
1136,64,8,64
1144,64,4,0
1136,72,8,64
1144,72,4,0
1120,80,8,64
1128,80,8,64
1120,88,8,64
1128,88,8,64
1136,80,8,64
1144,80,8,64
1136,88,8,64
1144,88,8,64
1088,96,32,192
1120,96,8,64
1128,96,8,64
1120,104,4,0
1128,104,8,64
1136,96,16,128
1120,112,8,64
1128,112,8,64
1120,120,8,64
1128,120,8,64
1136,112,16,128
1152,64,8,64
1160,64,8,64
1152,72,8,64
1160,72,4,0
1168,64,8,64
1176,64,4,0
1168,72,8,64
1176,72,8,64
1152,80,8,64
1160,80,8,64
1152,88,8,64
1160,88,8,64
1168,80,8,64
1176,80,8,64
1168,88,8,64
1176,88,8,64
1184,64,32,192
1152,96,16,128
1168,96,8,64
1176,96,8,64
1168,104,8,64
1176,104,8,64
1152,112,16,128
1168,112,8,64
1176,112,8,64
1168,120,4,0
1176,120,8,64
1184,96,16,128
1200,96,8,64
1208,96,8,64
1200,104,8,64
1208,104,8,64
1184,112,16,128
1200,112,8,64
1208,112,8,64
1200,120,8,64
1208,120,8,64
1216,64,8,64
1224,64,8,64
1216,72,8,64
1224,72,8,64
1232,64,16,128
1216,80,8,64
1224,80,8,64
1216,88,8,64
1224,88,8,64
1232,80,8,64
1240,80,8,64
1232,88,8,64
1240,88,8,64
1248,64,16,128
1264,64,8,64
1272,64,8,64
1264,72,8,64
1272,72,8,64
1248,80,16,128
1264,80,8,64
1272,80,8,64
1264,88,8,64
1272,88,8,64
1216,96,4,0
1224,96,8,64
1216,104,8,64
1224,104,8,64
1232,96,16,128
1216,112,4,0
1224,112,4,0
1216,120,4,0
1224,120,8,64
1232,112,16,128
1240,112,16,128
1248,96,8,64
1256,96,8,64
1248,104,8,64
1256,104,8,64
1264,96,8,64
1272,96,4,0
1264,104,8,64
1272,104,8,64
1248,112,8,64
1256,112,8,64
1248,120,8,64
1256,120,8,64
1264,112,4,0
1272,112,8,64
1264,120,4,0
1272,120,8,64
0,128,32,192
32,128,4,0
40,128,8,64
32,136,4,0
40,136,4,0
48,128,8,64
56,128,8,64
48,136,8,64
56,136,4,0
32,144,8,64
40,144,8,64
32,152,8,64
40,152,8,64
48,144,8,64
56,144,8,64
48,152,8,64
56,152,8,64
0,160,32,192
32,160,8,64
40,160,8,64
32,168,8,64
40,168,8,64
48,160,8,64
56,160,8,64
48,168,8,64
56,168,8,64
32,176,16,128
48,176,16,128
48,184,16,128
64,128,8,64
72,128,8,64
64,136,8,64
72,136,8,64
80,128,8,64
88,128,8,64
80,136,8,64
88,136,8,64
64,144,16,128
80,144,16,128
96,128,8,64
104,128,8,64
96,136,8,64
104,136,4,0
112,128,16,128
96,144,8,64
104,144,8,64
96,152,8,64
104,152,8,64
112,144,8,64
120,144,8,64
112,152,8,64
120,152,8,64
64,160,4,0
72,160,8,64
64,168,8,64
72,168,8,64
80,160,16,128
64,176,16,128
64,184,16,128
80,176,8,64
88,176,8,64
80,184,8,64
88,184,4,0
96,160,8,64
104,160,8,64
96,168,8,64
104,168,4,0
112,160,8,64
120,160,8,64
112,168,8,64
120,168,4,0
96,176,8,64
104,176,8,64
96,184,8,64
104,184,4,0
112,176,8,64
120,176,8,64
112,184,8,64
120,184,8,64
128,128,16,128
144,128,8,64
152,128,8,64
144,136,8,64
152,136,4,0
128,144,8,64
136,144,8,64
128,152,8,64
136,152,8,64
144,144,8,64
152,144,4,0
144,152,8,64
152,152,8,64
160,128,8,64
168,128,8,64
160,136,8,64
168,136,8,64
176,128,16,128
160,144,16,128
176,144,16,128
128,160,16,128
144,160,8,64
152,160,8,64
144,168,8,64
152,168,8,64
128,176,8,64
136,176,8,64
128,184,8,64
136,184,4,0
144,176,8,64
152,176,8,64
144,184,8,64
152,184,8,64
160,160,16,128
176,160,8,64
184,160,8,64
176,168,8,64
184,168,4,0
160,176,8,64
168,176,8,64
160,184,8,64
168,184,8,64
176,176,16,128
192,128,16,128
208,128,16,128
192,144,8,64
200,144,8,64
192,152,8,64
200,152,8,64
208,144,8,64
216,144,8,64
208,152,8,64
216,152,8,64
224,128,32,192
192,160,16,128
192,168,16,128
208,160,4,0
216,160,8,64
208,168,8,64
216,168,8,64
192,176,8,64
200,176,8,64
192,184,8,64
200,184,8,64
208,176,8,64
216,176,8,64
208,184,8,64
216,184,8,64
224,160,8,64
232,160,8,64
224,168,8,64
232,168,8,64
240,160,8,64
248,160,8,64
240,168,8,64
248,168,8,64
224,176,16,128
240,176,8,64
248,176,8,64
240,184,8,64
248,184,8,64
256,128,8,64
264,128,8,64
256,136,4,0
264,136,8,64
272,128,16,128
256,144,16,128
272,144,16,128
288,128,8,64
296,128,8,64
288,136,8,64
296,136,8,64
304,128,8,64
312,128,8,64
304,136,4,0
312,136,4,0
288,144,4,0
296,144,8,64
288,152,4,0
296,152,8,64
304,144,16,128
256,160,16,128
272,160,16,128
256,176,16,128
256,184,16,128
272,176,16,128
288,160,16,128
304,160,16,128
288,176,8,64
296,176,4,0
288,184,8,64
296,184,4,0
304,176,8,64
312,176,8,64
304,184,8,64
312,184,8,64
320,128,32,192
352,128,16,128
368,128,8,64
376,128,8,64
368,136,8,64
376,136,8,64
352,144,16,128
368,144,8,64
376,144,8,64
368,152,8,64
376,152,8,64
320,160,8,64
328,160,8,64
320,168,8,64
328,168,8,64
336,160,16,128
320,176,8,64
328,176,8,64
320,184,8,64
328,184,8,64
336,176,16,128
336,184,16,128
352,160,32,192
384,128,16,128
392,128,16,128
400,128,16,128
384,144,16,128
392,144,16,128
400,144,8,64
408,144,8,64
400,152,8,64
408,152,8,64
416,128,16,128
432,128,8,64
440,128,8,64
432,136,8,64
440,136,8,64
416,144,8,64
424,144,8,64
416,152,8,64
424,152,4,0
432,144,8,64
440,144,8,64
432,152,4,0
440,152,4,0
384,160,8,64
